196948;20130092;EXTRATOR VALVULAS EFEP 206 BR;1969-09-30
196951;20130092;EXTRATOR VALVULAS EF 8117 A BR;1969-09-30
196964;20130092;ACOPLAMENTO P AVANCOS EFEP 004;1969-09-30
196967;20130092;BUCHA MONTAGEM A EFEP 294;1969-09-30
196980;20130182;SUPORTE FIXACAO EF 8498 BR;1969-09-30
196981;20130182;SUPORTE FIXACAO EF 8498 BR;1969-09-30
196982;20130182;SUPORTE FIXACAO EF 8498 BR;1969-09-30
196983;20130092;SUPORTE FIXACAO EF 8498 BR;1969-09-30
196986;20130092;CHAVE P FIXAR TUCHOS EF 8183 BR;1969-09-30
196987;20130092;CHAVE P FIXAR TUCHOS EF 8183 BR;1969-09-30
196988;20130092;CHAVE P FIXAR TUCHOS EF 8183 BR;1969-09-30
196989;20130092;CHAVE P FIXAR TUCHOS EF 8183 BR;1969-09-30
196990;20130092;CHAVE P FIXAR TUCHOS EF 8183 BR;1969-09-30
196991;20130092;CHAVE P FIXAR TUCHOS EF 8183 BR;1969-09-30
198033;20130092;PARAFUSADEIRA P BUCHA EF 8288;1969-09-30
198034;20130092;SACADOR DO CJ CONTRAP EF 8207;1969-09-30
198040;20130092;SACADOR CJ EF 8440 BR;1969-09-30
198048;20130092;SUPORTE P PORTA INJETOR KCA;1969-09-30
198052;20130092;SACADOR ACOPLAMENTO EF 8132;1969-09-30
198054;20130182;SACADOR ACOPLAMENTO EF 8132;1969-09-30
198680;20130121;ESMERIL DE BANCADA REBELLO;1969-09-30
198440;20130110;GRAXADEIRA MANUAL;1969-10-31
198669;20130123;EXTRATOR POLIAS 8P KUKKO;1969-10-31
200085;20130092;BOMBA INJETORA 3662090;1969-11-30
200162;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200163;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200164;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200165;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200166;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200167;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200174;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200175;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200176;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200177;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200178;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200179;20130092;CHAVE P FIXAR TUCHOS EM PE;1969-11-30
200402;20130065;DESEMPENO P REBARBAR BLOCOS PADRAO N 79;1969-12-31
200982;20130123;FERRAMENTA ESP MOT MERCEDES 17 32MM;1969-12-31
203552;20130018;ESTANTE MOD BIBLIOTECA SECURIT 78400;1970-01-31
203555;20130018;ESTANTE MOD BIBLIOTECA SECURIT 78400;1970-01-31
203556;20130018;ESTANTE MOD BIBLIOTECA SECURIT 78400;1970-01-31
203795;20130123;EXTRATOR POLIA C 2 GARRAS KUKKO 46 1A;1970-01-31
203796;20130121;EXTENSAO C ENCAIXE QUAD METALAC 25223;1970-01-31
203800;20130121;EXTENSAO C ENCAIXE QUAD METALAC 25223;1970-01-31
203801;20130092;EXTENSAO C ENCAIXE QUAD METALAC 25219;1970-01-31
207134;20130129;CABO FORCA C JOELHO BELZER ITMA;1970-02-28
213668;20130123;TORNO P BANCADA N 5;1970-03-31
213669;20130117;TORNO P BANCADA N 5;1970-03-31
209747;20130065;APAR CONTROLE EXCENTRIDADE M DAS 2 MAAG;1970-04-30
210270;20130121;ADAPTADORES P SOQUETES 1P X 3 4P;1970-04-30
207331;20130092;BOMBA INJ MECANICA SECIONADA;1970-05-31
207332;20130092;BOMBA INJ HIDRAULICA SECIONADA;1970-05-31
211734;20130123;CABO MASTER C ENCAIXE QUADRADO;1970-05-31
215445;20130152;BANCADA PEROBA N 27908 SECURIT;1970-08-31
220831;20130061;BANCADA TAMPO DE PEROBA SEGURIT;1970-12-31
221358;20130129;SOQUETE SEXTAVADO DE 36MM VW 163A;1971-01-01
223396;20130130;VW 401 PLACA BASE P PRENSA;1971-01-01
223402;20130130;VW 402 PLACA BASE P PRENSA;1971-01-01
223621;20130130;CARRINHO DE MANUTENCAO SECURIT;1971-01-01
225248;20130153;BANCADA 1685X600X90 2 GAVETAS SECURIT;1971-01-01
225249;20130063;BANCADA 1685X600X90 2 GAVETAS SECURIT;1971-01-01
225251;20130121;BANCADA 1685X600X90 2 GAVETAS SECURIT;1971-01-01
225255;20130053;BANCADA 1685X600X90 2 GAVETAS SECURIT;1971-01-01
227629;20130117;VW 294 DISPOSITIVO P REGULAR GARFOS;1971-01-01
221942;20130117;JOGO CHAVES COMBINADAS BELZER ITMA;1971-02-28
222961;20130130;CHAVE P VELAS 14MM TIPO SOQUETE BACHERT;1971-02-28
230519;20130117;VW 241D ESTRATOR DE ROLAMENTOS;1971-02-28
223620;20130126;CARRINHO DE MANUTENCAO SECURIT;1971-03-31
234001;20130065;MICROMETRO P INTERNO 25 A 30MM;1971-03-31
236799;20130048;CHAVE ESTRELA DE 1 4P A 7 8P ITMA;1971-06-30
237824;20130123;EXTRATOR DE POLIAS N 2 C GARRAS;1971-06-30
237963;20130127;CHAVE FIXA DE 6 A 32MM 12PC;1971-06-30
238198;20130092;MEDIDOR DE CREMALHEIRA 1H6470;1971-07-31
238202;20130121;CARRINHO MANUTENCAO SECURIT 52561;1971-07-31
238945;20130040;APALPADOR CODE 112 1105 SURTRONIC;1971-08-31
242668;20130065;PINCA RETA COM PONTA FINA;1971-12-31
242669;20130065;PINCA CURVA C PONTA FINA;1971-12-31
257261;20130117;MORSA BANCADA N 5;1972-09-30
257262;20130108;MORSA BANCADA N 3;1972-09-30
259026;20130121;VERIFICADOR DE BIELAS UNIVERSAL;1973-02-28
260177;20130092;SUPORTE DE FIXACAO BOMBAS INJETORAS;1973-02-28
260261;20130182;DISPOSITIVO MONTAGEM CONJUNTO VALVULAS;1973-02-28
260263;20130092;DISPOSITIVO EXTRACAO DO ACOPLAMENTO;1973-02-28
260273;20130092;SUPORTE DE APOIO PARA EF 366;1973-02-28
260274;20130092;ACOPLAMENTO LONGO COM CONE 25 MM;1973-02-28
260280;20130092;DISPOSITIVO FIXACAO COMPLEMENTAR;1973-02-28
260281;20130182;DISPOSITIVO EXTRACAO CONJUNTO VALVULA;1973-02-28
260282;20130182;DISPOSITIVO PARA COMPRIMIR MOLAS;1973-02-28
260286;20130092;DISPOSITIVO DE MEDICAO COM RELOGIO;1973-02-28
269563;20130153;ARMARIO P/ FERRAMENTA TIPO BALCAO DC-80;1973-09-30
277320;20130116;JOGO DE CONSERTO SKMV M6-M14 X 1,25;1974-09-30
275835;20130117;SACADOR DE FLANGE DA BOMBA D@AGUA;1974-10-31
278177;20130117;SACADOR ROLETES COLUNA DE DIRECAO;1974-10-31
278469;20130085;BARRA MEDIDORA DE CONVERGENCIA 2040;1974-11-30
279981;20130117;SACADOR ROL.DIFERENCIAL M-660 401;1974-12-31
298906;20130109;MESA PARA COMANDOS ELETRICOS DC-895;1975-01-01
298908;20130109;MESA PARA COMANDOS ELETRICOS DC-895;1975-01-01
298909;20130109;MESA PARA COMANDOS ELETRICOS DC-895;1975-01-01
298910;20130051;PORTA-CONECTORES MOVEL DC-883;1975-01-01
298911;20130049;PORTA-CONECTORES MOVEL DC-883;1975-01-01
284504;20130117;SACADOR E MARTELO M-680755;1975-02-28
286731;20130117;CINTA P/REMOVER FILTRO M-680689;1975-05-31
288332;20130052;MOTOR ELETRICO TRIF.BUFALO 2/1 CV 77692;1975-05-31
298198;20130117;CHAVE P/ VELAS DE 14MM DM- BELZER;1975-10-31
305831;20130002;ARQUIVO MOD. 4S2639 VERDE;1976-06-30
305832;20130002;ARQUIVO MOD. 4S2639 VERDE;1976-06-30
307852;20130052;ARMARIO P/EQUIP.DE COMANDOS ELET.DC-915;1976-08-31
309971;20130065;PINCA 6@ FACON REF.154;1976-10-31
314752;20130052;CONTROLADOR DE VELOCIDADE 6 KB SIEMENS;1977-01-31
314753;20130052;CONTROLADOR DE VELOCIDADE 6 KB SIEMENS;1977-01-31
314754;20130052;CONTROLADOR DE VELOCIDADE 6 KB SIEMENS;1977-01-31
334968;20130039;CHAVE FIXA 6X7 A 20X22MM B.ITMA 8 PECAS;1978-12-31
334979;20130039;CHAVE FIXA 6X7 A 20X22MM B.ITMA 8 PECAS;1978-12-31
334986;20130039;CHAVE FIXA 6 PECAS 1/4P A 7/8P B.ITMA;1978-12-31
338179;20130039;CHAVE FIXA 1/4P A 7/8P P/6A ITMA;1978-12-31
341022;20130062;BANCADA C/TAMPO PEROBA PADRAO;1979-02-28
345360;20130048;TARRAXA C/J.COSSINTE 1/2P 3/4 E 1P;1979-06-30
345422;20130110;EMPILHADEIRA HIDRAULICA FAMASA;1979-06-30
403407;20130064;PASTA C/ELEM.EM CORTE FD SMK-9102 C/16;1980-01-31
403439;20130048;MEDIDOR DE CONSUMO ENERGIA 60 HZ GE;1980-03-31
403440;20130048;MEDIDOR DE CONSUMO ENERGIA 60 HZ GE;1980-03-31
410105;20130126;TORQUIM.RELOGIO DIN 1502 PROTO;1980-10-31
417035;20130153;MESA P/SOLDA ELETRICA DC-1121;1981-03-31
417036;20130153;MESA P/SOLDA OXIACETILENICA DC-866;1981-03-31
416321;20130118;EXTENSAO DE 2P ENCAIXE DE 1/2P BACHERT.;1981-07-31
335569;20130005;LEITOR DE MICROFILME ABR-1020;1982-05-31
435051;20130116;MICROMETRO INT.5-30MM 145-185 MITUTOYO;1982-05-31
435240;20130130;MICROMETRO INT.16-20MM C/ANEL MITUTOYO;1982-05-31
435245;20130065;MICROMETRO INT.16-20MM C/ANEL MITUTOYO;1982-05-31
435498;20130130;MICROMETRO INT.20-25MM C/ANEL MITUTOYO;1982-05-31
435591;20130065;MICROMETRO INT.30-35MM C/ANEL MITUTOYO;1982-05-31
445489;20130039;VALVULA DE 4 VIAS 3 POS. 3/8 N24 REXROT;1983-01-31
445514;20130039;VALVULA DE 4 VIAS 2 POS.3/8 REXROTH;1983-01-31
454547;20130015;CHAVE PARA TUBO 24P - BELZER;1984-09-30
464193;20130031;PRATELEIRA DC-1170;1985-10-31
468285;20130132;FURADEIRA MANUAL ELET/0 A 1/2P BOSCH;1986-05-31
472558;20130117;MOTOR SANTANA;1986-12-31
479361;20130182;LEVANTADOR DE TUCHO BOSCH JG/12 PECAS;1987-07-31
482937;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482938;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482939;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482940;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482941;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482942;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482943;20130092;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482944;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482945;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482946;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482947;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482948;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482949;20130182;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
482950;20130092;CHAVE P/LEVANTAR FIXAR TUCHOS BOSCH;1987-11-30
483654;20130117;VW-053 (10-204) COLOCADOR DOS ANEIS;1987-12-31
483723;20130130;FERRAMENTA N.VW-402 PLACA BASE;1987-12-31
483850;20130117;VW-5340 DISPOSITIVO COMPRESSOR DAS MOLA;1987-12-31
483974;20130117;VW-521 DISPOSITIVO P/AJUSTAGEM;1987-12-31
484024;20130129;N.VW-068 (40-201) SOQUETE ESPECIAL;1987-12-31
484145;20130126;5058 SACADOR DOS ANEIS;1987-12-31
484714;20130015;FURADEIRA MANUAL MODELO N 1126 BOSCH;1987-12-31
486324;20130117;CHAVES SOQUETES JOGO 6 PECAS B.ITMA;1988-01-31
489975;20130117;VW-382 PONTE MEDICAO P/DETERMINAR FOLGA;1988-04-30
490033;20130117;VW-5385/1;1988-04-30
490765;20130053;FURADEIRA MANUAL 2 VELOC 1126 BOSCH;1988-05-31
492203;20130015;FURADEIRA MANUAL MONO 1.107 - BOSCH;1988-06-30
496132;20130115;CHAVE SOQUETE DE 10 A 32MM B ITMA;1988-09-30
496133;20130117;CHAVE SOQUETE DE 10 A 32MM B ITMA;1988-09-30
496135;20130131;CHAVE SOQUETE DE 10 A 32MM B ITMA;1988-09-30
496137;20130153;CHAVE SOQUETE DE 10 A 32MM B ITMA;1988-09-30
496504;20130117;VW 001-N SOQUETE ALLEN QUADRADO 3/8;1988-09-30
496600;20130117;VW-546-ALAVANCA P/COMPRIMIR TUCHOS VALV;1988-09-30
496653;20130117;VW-541 DISPOSITIVO FIXAR CABECOTE MOTOR;1988-09-30
496672;20130117;VW-2078 ALAVANCA P/COMPRIMIR TUCHOS VAL;1988-09-30
497125;20130052;TACOMETRO DIGITAL TAKO TD-303;1988-10-31
504625;20130092;DISP.INICIO DE DEBITO BOMBAS PE.P.;1989-02-28
506305;20130182;DISPOSITIVO P/MEDICAO RQV BOSCH;1989-03-31
509453;20130132;TORQUIMETRO 10 A 120NM GEDORE;1989-04-30
509454;20130123;TORQUIMETRO 10 A 120NM GEDORE;1989-04-30
509458;20130132;TORQUIMETRO 50 A 300NM GEDORE;1989-04-30
509459;20130123;TORQUIMETRO 50 A 300NM GEDORE;1989-04-30
511398;20130092;BANCADA P/TESTE BOSCH;1989-05-31
512249;20130182;TORQUIMETRO VARETA 120LBS GEDORE;1989-05-31
512250;20130182;TORQUIMETRO VARETA 120LBS GEDORE;1989-05-31
514197;20130157;CONDICIONADOR SPRINGER DOR-1147;1989-08-31
514899;20130117;VW-385 DISPOSITIVO AJUSTAR O PINHAO 4PC;1989-08-31
514952;20130020;ARMARIO DE MADEIRA C/4 PORT TV E VIDEO;1989-09-30
517458;20130123;SOQUETE ESTRIADO 19MM GEDORE;1989-10-31
517459;20130132;SOQUETE ESTRIADO 19MM GEDORE;1989-10-31
517461;20130121;SOQUETE ESTRIADO 19MM GEDORE;1989-10-31
517462;20130132;SOQUETE ESTRIADO 19MM GEDORE;1989-10-31
524000;20130112;MORSA DE BANCADA N. 5;1990-03-31
524023;20130152;MORSA DE BANCADA N. 5;1990-03-31
530515;20130123;SOQUETE HEXAG.17MM GEDORE;1990-09-30
530516;20130121;SOQUETE HEXAG.17MM GEDORE;1990-09-30
530820;20130152;MORSA P/BANCADA N.5;1990-10-31
531482;20130121;MORSA DE BANCADA N.5 DM-253;1990-11-30
531483;20130121;MORSA DE BANCADA N.5 DM-253;1990-11-30
531485;20130079;MORSA DE BANCADA N.5 DM-253;1990-11-30
531486;20130121;MORSA DE BANCADA N.5 DM-253;1990-11-30
531487;20130111;MORSA DE BANCADA N.5 DM-253;1990-11-30
531488;20130121;MORSA DE BANCADA N.5 DM-253;1990-11-30
531489;20130125;MORSA DE BANCADA N.5 DM-253;1990-11-30
537705;20130130;TORQUIMETRO RELOGIO TEC-6 FUA SNAP-ON;1991-03-31
538442;20130117;FERRAMENTAS ESP.P.CARBURADORES DFV;1991-03-31
538443;20130130;FERRAMENTAS ESP.P.CARBURADORES DFV;1991-03-31
538444;20130130;FERRAMENTA ESP.P/CARBURADORES SOLEX;1991-03-31
538445;20130130;FERRAMENTA ESP.P/CARBURADORES SOLEX;1991-03-31
538446;20130130;FERRAMENTA ESP.P/CARBURADORES SOLEX;1991-03-31
541151;20130126;CARRINHO PARA MANUTENCAO SECURIT;1991-06-30
541465;20130065;FORNO ELETRICO CAMARA 1200G EDG;1991-06-30
508094;20130020;ARMARIO P/PASTAS SUSPENSAS DC-1232;1991-07-31
562650;20130117;ESTETOSCOPIO KENT P/ MOTORES BIC;1991-12-31
